8,632;8,59238
8,6011;8,98322
8,5633;8,58553
8,5705;8,5821
8,5765;8,58235
8,6014;8,57947
8,6146;8,57899
8,6129;8,57731
8,5126;8,57743
8,5565;8,5981
8,6049;8,60811
8,6606;8,62345
8,65;8,62235
8,6181;8,67699
8,61;8,69854
8,7355;8,73663
8,8064;8,7339
8,881;8,70324
8,6284;8,67954
8,6522;8,65236
8,6302;8,65432
8,5802;8,63674
8,5973;8,63534
8,6045;8,62586
8,6584;8,62654
8,6728;8,64262
8,6527;8,65244
8,637;8,66539
8,6825;8,66446
8,68;8,6751
8,6783;8,67682
8,7257;8,683
8,6848;8,68256
8,6272;8,59581
8,5775;8,55402
8,5446;8,48975
8,4657;8,49437
8,3324;8,45186
8,3408;8,44812
8,4597;8,425
8,4628;8,42666
8,4583;8,43143
8,4709;8,4394
8,4742;8,44577
8,4331;8,44531
8,4088;8,43607
8,3877;8,4302
8,3603;8,42264
8,4614;8,42318
8,4996;8,43142
8,4594;8,43713
8,4803;8,4441
8,422;8,4436
8,391;8,42338
8,3628;8,41227
8,4329;8,3966
8,3935;8,39773
8,3825;8,38859
8,4075;8,38825
8,3589;8,38351
8,3823;8,38385
8,3953;8,39112
8,401;8,39568
8,4003;8,40159
8,4115;8,40116
8,3876;8,44469
8,4333;8,46343
8,4688;8,49456
8,5423;8,49232
8,5237;8,59776
8,6921;8,63895
8,7319;8,71227
8,7422;8,70701
8,7116;8,76048
8,8327;8,76706
8,821;8,79709
8,7683;8,79494
8,7892;8,77456
8,8252;8,75764
8,6905;8,73899
8,7412;8,74033
8,7215;8,74875
8,6923;8,75729
8,8423;8,76577
8,7598;8,76516
8,7699;8,76517
8,7429;8,76306
8,7811;8,76201
8,7468;8,76209
8,746;8,76781
8,8181;8,77073
8,7435;8,77505
8,7549;8,77474
8,821;8,8588
8,8728;8,89673
8,9268;8,95773
8,9967;8,95335
9,1037;8,95941
8,983;8,94705
8,9009;8,9439
8,8943;8,94413
8,9363;8,91562
8,9243;8,90317
8,877;8,8827
8,8441;8,88417
8,9027;8,90843
8,8609;8,92478
8,9131;8,94509
8,9765;8,94363
9,0083;8,96894
9,059;8,97564
9,0233;8,99164
8,9509;8,99049
8,9242;8,99696
8,9637;8,99598
9,0298;8,99873
9,0222;8,99853
8,9981;9,02435
9,0358;9,03566
9,0602;9,05422
9,0313;9,05289
9,1243;9,0884
9,0969;9,10026
9,1535;9,12395
9,1355;9,12225
9,0942;9,1782
9,1255;9,19828
9,2193;9,23629
9,2557;9,23356
9,3115;9,33293
9,5388;9,36959
9,474;9,4376
9,4767;9,43272
9,3313;9,37846
9,2534;9,33636
9,2734;9,28818
9,3706;9,29164
9,2476;9,261
9,1915;9,25876
9,2517;9,24233
9,291;9,24351
9,2203;9,2339
9,2172;9,23352
9,213;9,22853
9,2381;9,22889
9,2599;9,22343
9,2265;9,22214
9,1962;9,21877
9,2412;9,21901
9,2175;9,24774
9,1956;9,26191
9,2234;9,28335
9,2685;9,28181
9,4705;9,40024
9,5074;9,44986
9,588;9,53388
9,5277;9,52785
9,5156;9,47837
9,4363;9,43451
9,3703;9,38784
9,3986;9,39119
9,3269;9,2963
9,2218;9,26386
9,1815;9,2002
9,1501;9,20477
9,189;9,20676
9,2716;9,22351
9,2771;9,23289
9,2;9,23221
9,2079;9,23061
9,2167;9,22753
9,2839;9,22519
9,1938;9,22536
9,2313;9,2684
9,21;9,28895
9,3381;9,32075
9,3654;9,31847
9,4019;9,33971
9,3318;9,34166
9,3494;9,35326
9,3206;9,35243
9,4068;9,33053
9,3068;9,31749
9,2914;9,30001
9,3105;9,30127
9,2359;9,30163
9,2632;9,30615
