-0,305125;-0,539331;-1,07789;-2,1473;4,28865;8,5773;17,1546;34,3092;68,6184;137,237;274,474
-0,305125;-0,539331;-1,07789;2,1473;0,03795;8,6212;17,2424;34,4848;68,9696;137,939;275,878
-0,305125;-0,539331;-1,07789;2,1473;-0,03795;8,5453;17,0906;34,1812;68,3624;136,725;273,45
-0,305125;-0,539331;1,07789;0,024825;0,01545;8,632;17,264;34,528;69,056;138,112;276,224
-0,305125;-0,539331;1,07789;0,024825;-0,01545;8,6011;17,2022;34,4044;68,8088;137,618;275,235
-0,305125;-0,539331;1,07789;-0,024825;-0,0036;8,5633;17,1266;34,2532;68,5064;137,013;274,026
-0,305125;-0,539331;1,07789;-0,024825;0,0036;8,5705;17,141;34,282;68,564;137,128;274,256
-0,305125;0,539331;0,00885;-0,0124;-0,01245;8,5765;17,153;34,306;68,612;137,224;274,448
-0,305125;0,539331;0,00885;-0,0124;0,01245;8,6014;17,2028;34,4056;68,8112;137,622;275,245
-0,305125;0,539331;0,00885;0,0124;0,00085;8,6146;17,2292;34,4584;68,9168;137,834;275,667
-0,305125;0,539331;0,00885;0,0124;-0,00085;8,6129;17,2258;34,4516;68,9032;137,806;275,613
-0,305125;0,539331;-0,00885;-0,0491;-0,02195;8,5126;17,0252;34,0504;68,1008;136,202;272,403
-0,305125;0,539331;-0,00885;-0,0491;0,02195;8,5565;17,113;34,226;68,452;136,904;273,808
-0,305125;0,539331;-0,00885;0,0491;-0,02785;8,6049;17,2098;34,4196;68,8392;137,678;275,357
-0,305125;0,539331;-0,00885;0,0491;0,02785;8,6606;17,3212;34,6424;69,2848;138,57;277,139
0,305125;0,0342813;-0,0443;-0,01935;0,01595;8,65;17,3;34,6;69,2;138,4;276,8
0,305125;0,0342813;-0,0443;-0,01935;-0,01595;8,6181;17,2362;34,4724;68,9448;137,89;0
0,305125;0,0342813;-0,0443;0,01935;-0,06275;8,61;17,22;34,44;68,88;137,76;0
0,305125;0,0342813;-0,0443;0,01935;0,06275;8,7355;17,471;34,942;69,884;139,768;0
0,305125;0,0342813;0,0443;0,1017;-0,0373;8,8064;17,6128;35,2256;70,4512;140,902;0
0,305125;0,0342813;0,0443;0,1017;0,0373;8,881;17,762;35,524;71,048;142,096;0
0,305125;0,0342813;0,0443;-0,1017;-0,0119;8,6284;17,2568;34,5136;69,0272;138,054;0
0,305125;0,0342813;0,0443;-0,1017;0,0119;8,6522;17,3044;34,6088;69,2176;138,435;0
0,305125;-0,0342813;-0,0260875;0,00215;0,025;8,6302;17,2604;34,5208;69,0416;138,083;0
0,305125;-0,0342813;-0,0260875;0,00215;-0,025;8,5802;17,1604;34,3208;68,6416;137,283;0
0,305125;-0,0342813;-0,0260875;-0,00215;-0,0036;8,5973;17,1946;34,3892;68,7784;137,557;0
0,305125;-0,0342813;-0,0260875;-0,00215;0,0036;8,6045;17,209;34,418;68,836;137,672;0
0,305125;-0,0342813;0,0260875;0,010375;-0,0072;8,6584;17,3168;34,6336;69,2672;138,534;0
0,305125;-0,0342813;0,0260875;0,010375;0,0072;8,6728;17,3456;34,6912;69,3824;138,765;0
0,305125;-0,0342813;0,0260875;-0,010375;0,00785;8,6527;17,3054;34,6108;69,2216;138,443;0
0,305125;-0,0342813;0,0260875;-0,010375;-0,00785;8,637;17,274;34,548;69,096;138,192;0
0,0632406;0,108487;0,04155;-0,010375;0,00125;8,6825;17,365;34,73;69,46;138,92;0
0,0632406;0,108487;0,04155;-0,010375;-0,00125;8,68;17,36;34,72;69,44;0;0
0,0632406;0,108487;0,04155;0,010375;-0,0237;8,6783;17,3566;34,7132;69,4264;0;0
0,0632406;0,108487;0,04155;0,010375;0,0237;8,7257;17,4514;34,9028;69,8056;0;0
0,0632406;0,108487;-0,04155;0,047475;0,0288;8,6848;17,3696;34,7392;69,4784;0;0
0,0632406;0,108487;-0,04155;0,047475;-0,0288;8,6272;17,2544;34,5088;69,0176;0;0
0,0632406;0,108487;-0,04155;-0,047475;0,01645;8,5775;17,155;34,31;68,62;0;0
0,0632406;0,108487;-0,04155;-0,047475;-0,01645;8,5446;17,0892;34,1784;68,3568;0;0
0,0632406;-0,108487;-0,03345;-0,0006;0,06665;8,4657;16,9314;33,8628;67,7256;0;0
0,0632406;-0,108487;-0,03345;-0,0006;-0,06665;8,3324;16,6648;33,3296;66,6592;0;0
0,0632406;-0,108487;-0,03345;0,0006;-0,05945;8,3408;16,6816;33,3632;66,7264;0;0
0,0632406;-0,108487;-0,03345;0,0006;0,05945;8,4597;16,9194;33,8388;67,6776;0;0
0,0632406;-0,108487;0,03345;-0,006;0,00225;8,4628;16,9256;33,8512;67,7024;0;0
0,0632406;-0,108487;0,03345;-0,006;-0,00225;8,4583;16,9166;33,8332;67,6664;0;0
0,0632406;-0,108487;0,03345;0,006;-0,00165;8,4709;16,9418;33,8836;67,7672;0;0
0,0632406;-0,108487;0,03345;0,006;0,00165;8,4742;16,9484;33,8968;67,7936;0;0
-0,0632406;0,0212188;-0,03885;0,023475;0,01215;8,4331;16,8662;33,7324;67,4648;0;0
-0,0632406;0,0212188;-0,03885;0,023475;-0,01215;8,4088;16,8176;33,6352;67,2704;0;0
-0,0632406;0,0212188;-0,03885;-0,023475;0,0137;8,3877;16,7754;33,5508;67,1016;0;0
-0,0632406;0,0212188;-0,03885;-0,023475;-0,0137;8,3603;16,7206;33,4412;66,8824;0;0
-0,0632406;0,0212188;0,03885;0,005325;-0,0191;8,4614;16,9228;33,8456;67,6912;0;0
-0,0632406;0,0212188;0,03885;0,005325;0,0191;8,4996;16,9992;33,9984;67,9968;0;0
-0,0632406;0,0212188;0,03885;-0,005325;-0,01045;8,4594;16,9188;33,8376;67,6752;0;0
-0,0632406;0,0212188;0,03885;-0,005325;0,01045;8,4803;16,9606;33,9212;67,8424;0;0
-0,0632406;-0,0212188;0,0082875;0,004325;0,0155;8,422;16,844;33,688;67,376;0;0
-0,0632406;-0,0212188;0,0082875;0,004325;-0,0155;8,391;16,782;33,564;67,128;0;0
-0,0632406;-0,0212188;0,0082875;-0,004325;-0,03505;8,3628;16,7256;33,4512;66,9024;0;0
-0,0632406;-0,0212188;0,0082875;-0,004325;0,03505;8,4329;16,8658;33,7316;67,4632;0;0
-0,0632406;-0,0212188;-0,0082875;0,0024;0,0055;8,3935;16,787;33,574;67,148;0;0
