8,6212;34,365
8,5453;34,3438
8,632;34,4104
8,6011;34,3975
8,5633;34,2982
8,5705;34,2808
8,5765;34,3249
8,6014;34,3939
8,6146;34,4435
8,6129;34,353
8,5126;34,1946
8,5565;34,2305
8,6049;34,4269
8,6606;34,5761
8,65;34,5787
8,6181;34,4962
8,61;34,5736
8,7355;34,8874
8,8064;35,2293
8,881;35,1968
8,6284;34,79
8,6522;34,563
8,6302;34,4928
8,5802;34,3879
8,5973;34,3793
8,6045;34,4647
8,6584;34,5941
8,6728;34,6567
8,6527;34,6152
8,637;34,6092
8,6825;34,682
8,68;34,7208
8,6783;34,7623
8,7257;34,8145
8,6848;34,7225
8,6272;34,5167
8,5775;34,3268
8,5446;34,1324
8,4657;33,8084
8,3324;33,4713
8,3408;33,4737
8,4597;33,723
8,4628;33,8436
8,4583;33,8503
8,4709;33,8743
8,4742;33,8524
8,4331;33,7492
8,4088;33,6384
8,3877;33,5445
8,3603;33,5697
8,4614;33,7827
8,4996;33,92
8,4594;33,8987
8,4803;33,842
8,422;33,7153
8,391;33,5668
8,3628;33,5495
8,4329;33,6221
8,3935;33,6024
8,3825;33,566
8,4075;33,5564
8,3589;33,5076
8,3823;33,5188
8,3953;33,5739
8,401;33,5976
8,4003;33,6131
8,4115;33,6109
8,3876;33,62
8,4333;33,723
8,4688;33,9132
8,5423;34,0771
8,5237;34,2818
8,6921;34,6398
8,7319;34,8981
8,7422;34,9279
8,7116;34,9981
8,8327;35,198
8,821;35,243
8,7683;35,1468
8,7892;35,1719
8,8252;35,1301
8,6905;34,9474
8,7412;34,8944
8,7215;34,8765
8,6923;34,9484
8,8423;35,1367
8,7598;35,1318
8,7699;35,0425
8,7429;35,0368
8,7811;35,0519
8,7468;35,0207
8,746;35,0569
8,8181;35,1257
8,7435;35,06
8,7549;35,0743
8,821;35,2697
8,8728;35,4934
8,9268;35,7231
8,9967;36,0239
9,1037;36,1871
8,983;35,9706
8,9009;35,6791
8,8943;35,6258
8,9363;35,6912
8,9243;35,6619
8,877;35,5224
8,8441;35,4679
8,9027;35,5104
8,8609;35,5376
8,9131;35,6636
8,9765;35,8744
9,0083;36,0521
9,059;36,1496
9,0233;36,0565
8,9509;35,8493
8,9242;35,763
8,9637;35,8814
9,0298;36,0455
9,0222;36,0723
8,9981;36,0542
9,0358;36,1299
9,0602;36,1875
9,0313;36,2471
9,1243;36,3768
9,0969;36,4716
9,1535;36,5394
9,1355;36,5187
9,0942;36,4494
9,1255;36,5645
9,2193;36,8198
9,2557;37,0422
9,3115;37,4175
9,5388;37,8631
9,474;37,9635
9,4767;37,7587
9,3313;37,3927
9,2534;37,1115
9,2734;37,1708
9,3706;37,2622
9,2476;37,0573
9,1915;36,8823
9,2517;36,9859
9,291;37,054
9,2203;36,9488
9,2172;36,8677
9,213;36,8813
9,2381;36,9491
9,2599;36,9844
9,2265;36,9091
9,1962;36,8601
9,2412;36,8961
9,2175;36,8718
9,1956;36,8321
9,2234;36,9109
9,2685;37,2309
9,4705;37,7169
9,5074;38,0733
9,588;38,2111
9,5277;38,159
9,5156;37,9952
9,4363;37,7585
9,3703;37,5755
9,3986;37,4944
9,3269;37,2742
9,2218;36,952
9,1815;36,7349
9,1501;36,6707
9,189;36,7997
