8,5773;8,59395
8,6212;8,59395
8,5453;8,59395
8,632;8,59395
8,6011;8,57785
8,5633;8,57785
8,5705;8,57785
8,5765;8,57785
8,6014;8,58538
8,6146;8,58538
8,6129;8,58538
8,5126;8,58538
8,5565;8,618
8,6049;8,618
8,6606;8,618
8,65;8,618
8,6181;8,6925
8,61;8,6925
8,7355;8,6925
8,8064;8,6925
8,881;8,69795
8,6284;8,69795
8,6522;8,69795
8,6302;8,69795
8,5802;8,6101
8,5973;8,6101
8,6045;8,6101
8,6584;8,6101
8,6728;8,66125
8,6527;8,66125
8,637;8,66125
8,6825;8,66125
8,68;8,6922
8,6783;8,6922
8,7257;8,6922
8,6848;8,6922
8,6272;8,55375
8,5775;8,55375
8,5446;8,55375
8,4657;8,55375
8,3324;8,39893
8,3408;8,39893
8,4597;8,39893
8,4628;8,39893
8,4583;8,45913
8,4709;8,45913
8,4742;8,45913
8,4331;8,45913
8,4088;8,40455
8,3877;8,40455
8,3603;8,40455
8,4614;8,40455
8,4996;8,46532
8,4594;8,46532
8,4803;8,46532
8,422;8,46532
8,391;8,39505
8,3628;8,39505
8,4329;8,39505
8,3935;8,39505
8,3825;8,3828
8,4075;8,3828
8,3589;8,3828
8,3823;8,3828
8,3953;8,40203
8,401;8,40203
8,4003;8,40203
8,4115;8,40203
8,3876;8,458
8,4333;8,458
8,4688;8,458
8,5423;8,458
8,5237;8,67248
8,6921;8,67248
8,7319;8,67248
8,7422;8,67248
8,7116;8,7834
8,8327;8,7834
8,821;8,7834
8,7683;8,7834
8,7892;8,76152
8,8252;8,76152
8,6905;8,76152
8,7412;8,76152
8,7215;8,75398
8,6923;8,75398
8,8423;8,75398
8,7598;8,75398
8,7699;8,76018
8,7429;8,76018
8,7811;8,76018
8,7468;8,76018
8,746;8,76563
8,8181;8,76563
8,7435;8,76563
8,7549;8,76563
8,821;8,90433
8,8728;8,90433
8,9268;8,90433
8,9967;8,90433
9,1037;8,97048
8,983;8,97048
8,9009;8,97048
8,8943;8,97048
8,9363;8,89542
8,9243;8,89542
8,877;8,89542
8,8441;8,89542
8,9027;8,9133
8,8609;8,9133
8,9131;8,9133
8,9765;8,9133
9,0083;9,01037
9,059;9,01037
9,0233;9,01037
8,9509;9,01037
8,9242;8,98498
8,9637;8,98498
9,0298;8,98498
9,0222;8,98498
8,9981;9,03135
9,0358;9,03135
9,0602;9,03135
9,0313;9,03135
9,1243;9,12755
9,0969;9,12755
9,1535;9,12755
9,1355;9,12755
9,0942;9,17368
9,1255;9,17368
9,2193;9,17368
9,2557;9,17368
9,3115;9,45025
9,5388;9,45025
9,474;9,45025
9,4767;9,45025
9,3313;9,30718
9,2534;9,30718
9,2734;9,30718
9,3706;9,30718
9,2476;9,24545
9,1915;9,24545
9,2517;9,24545
9,291;9,24545
9,2203;9,22215
9,2172;9,22215
9,213;9,22215
9,2381;9,22215
9,2599;9,23095
9,2265;9,23095
9,1962;9,23095
9,2412;9,23095
9,2175;9,22625
9,1956;9,22625
9,2234;9,22625
9,2685;9,22625
9,4705;9,5234
9,5074;9,5234
9,588;9,5234
9,5277;9,5234
9,5156;9,4302
9,4363;9,4302
9,3703;9,4302
9,3986;9,4302
9,3269;9,22007
9,2218;9,22007
9,1815;9,22007
9,1501;9,22007
9,189;9,23442
9,2716;9,23442
9,2771;9,23442
9,2;9,23442
9,2079;9,22557
9,2167;9,22557
9,2839;9,22557
9,1938;9,22557
9,2313;9,2862
9,21;9,2862
9,3381;9,2862
9,3654;9,2862
9,4019;9,35093
9,3318;9,35093
9,3494;9,35093
9,3206;9,35093
9,4068;9,32888
9,3068;9,32888
9,2914;9,32888
9,3105;9,32888
9,2359;9,2997
9,2632;9,2997
9,3681;9,2997
9,3316;9,2997
9,2971;9,24973
9,2372;9,24973
9,2392;9,24973
9,2254;9,24973
9,1718;9,18815
9,1998;9,18815
9,1989;9,18815
9,1821;9,18815
9,1868;9,1863
9,213;9,1863
9,1793;9,1863
9,1661;9,1863
9,177;9,2602
9,2786;9,2602
9,1968;9,2602
9,3884;9,2602
9,5373;9,51495
9,553;9,51495
9,4585;9,51495
9,511;9,51495
9,5106;9,5116
9,498;9,5116
9,5405;9,5116
9,4973;9,5116
9,4898;9,52605
9,5716;9,52605
9,5442;9,52605
9,4986;9,52605
9,5251;9,54038
9,5355;9,54038
9,5;9,54038
9,6009;9,54038
9,6166;9,59678
9,5853;9,59678
9,6101;9,59678
9,5751;9,59678
9,64;9,67657
9,7074;9,67657
9,653;9,67657
9,7059;9,67657
9,619;9,58398
9,5918;9,58398
9,5131;9,58398
9,612;9,58398
9,6881;9,62167
9,6047;9,62167
9,6599;9,62167
9,534;9,62167
9,4228;9,45373
9,4983;9,45373
9,4557;9,45373
9,4381;9,45373
9,4154;9,44705
9,3954;9,44705
9,4563;9,44705
9,5211;9,44705
9,4956;9,54073
9,5136;9,54073
9,5518;9,54073
9,6019;9,54073
9,6867;9,65682
9,6039;9,65682
9,679;9,65682
9,6577;9,65682
9,6226;9,57198
9,6153;9,57198
9,5068;9,57198
9,5432;9,57198
9,5174;9,5087
9,4915;9,5087
9,4803;9,5087
9,5456;9,5087
9,5047;9,45952
9,4797;9,45952
9,455;9,45952
9,3987;9,45952
9,412;9,37133
9,3967;9,37133
9,3116;9,37133
9,365;9,37133
9,4237;9,42178
9,374;9,42178
9,5143;9,42178
9,3751;9,42178
9,4073;9,45148
9,4981;9,45148
9,4844;9,45148
9,4161;9,45148
9,4443;9,45023
9,4509;9,45023
9,4273;9,45023
9,4784;9,45023
9,4769;9,45765
9,4481;9,45765
9,4359;9,45765
9,4697;9,45765
9,4171;9,4386
9,4082;9,4386
9,4468;9,4386
9,4823;9,4386
9,4829;9,45162
9,4819;9,45162
9,4661;9,45162
9,3756;9,45162
9,3484;9,30025
9,2976;9,30025
9,2799;9,30025
9,2751;9,30025
9,3076;9,24752
9,2884;9,24752
9,2306;9,24752
9,1635;9,24752
9,2594;9,23715
9,2334;9,23715
9,24;9,23715
9,2158;9,23715
9,2265;9,23007
9,2387;9,23007
9,2156;9,23007
9,2395;9,23007
9,3249;9,3362
9,3661;9,3362
9,3137;9,3362
9,3401;9,3362
9,3508;9,30985
9,3256;9,30985
9,3171;9,30985
9,2459;9,30985
9,2736;9,26965
9,2252;9,26965
9,2581;9,26965
9,3217;9,26965
9,3529;9,33228
9,3169;9,33228
9,3588;9,33228
9,3005;9,33228
9,2803;9,2719
9,2539;9,2719
9,2639;9,2719
9,2895;9,2719
9,3159;9,28737
9,2872;9,28737
9,2854;9,28737
9,261;9,28737
9,279;9,23667
9,2227;9,23667
9,2209;9,23667
9,2241;9,23667
9,3037;9,33762
9,3398;9,33762
9,3564;9,33762
9,3506;9,33762
9,4179;9,3828
9,4088;9,3828
9,3631;9,3828
9,3414;9,3828
9,3316;9,30402
9,2658;9,30402
9,1975;9,30402
9,4212;9,30402
9,3728;9,30817
9,3198;9,30817
9,2791;9,30817
9,261;9,30817
9,2426;9,3224
9,2942;9,3224
9,3544;9,3224
9,3984;9,3224
9,4153;9,36937
9,3923;9,36937
9,3278;9,36937
9,3421;9,36937
9,2997;9,33798
9,3506;9,33798
9,3383;9,33798
9,3633;9,33798
9,3541;9,38095
9,3539;9,38095
9,3787;9,38095
9,4371;9,38095
9,4141;9,43925
9,4373;9,43925
9,4755;9,43925
9,4301;9,43925
9,478;9,4339
9,4549;9,4339
9,4229;9,4339
9,3798;9,4339
9,4244;9,34913
9,3884;9,34913
9,3391;9,34913
9,2446;9,34913
9,1722;9,18538
9,1555;9,18538
9,1821;9,18538
9,2317;9,18538
9,2551;9,26872
9,2498;9,26872
9,2872;9,26872
9,2828;9,26872
9,2769;9,2622
9,2513;9,2622
9,2794;9,2622
9,2412;9,2622
9,2522;9,29267
9,2995;9,29267
9,2941;9,29267
9,3249;9,29267
9,2744;9,22663
9,2467;9,22663
9,1957;9,22663
9,1897;9,22663
9,2192;9,24983
9,2665;9,24983
9,2348;9,24983
9,2788;9,24983
9,2568;9,2604
9,2582;9,2604
9,2702;9,2604
9,2564;9,2604
9,2496;9,17322
9,2285;9,17322
9,1095;9,17322
9,1053;9,17322
9,1215;9,0617
9,0957;9,0617
9,0091;9,0617
9,0205;9,0617
8,9682;8,9666
8,9393;8,9666
8,9711;8,9666
8,9878;8,9666
8,9647;9,01432
9,0616;9,01432
8,9941;9,01432
9,0369;9,01432
9,0457;9,01652
9,0116;9,01652
9,0185;9,01652
8,9903;9,01652
8,9497;8,9438
8,9187;8,9438
8,9423;8,9438
8,9645;8,9438
8,9799;9,00815
