61,4688;47,4525;15,65;5129,78;10259,6;20519,1;41038,2
61,4688;47,4525;-15,65;5098,48;10197;20393,9;40787,8
61,4688;-47,4525;45,495;5064,72;10129,4;20258,9;40517,8
61,4688;-47,4525;-45,495;4973,73;9947,46;19894,9;39789,8
-61,4688;-6,54;7,1;4944,3;9888,6;19777,2;39554,4
-61,4688;-6,54;-7,1;4930,1;9860,2;19720,4;39440,8
-61,4688;6,54;-1,8;4948,48;9896,96;19793,9;39587,8
-61,4688;6,54;1,8;4952,08;9904,16;19808,3;39616,6
-20,5337;-39,83;34,59;4866,24;9732,48;19465;38929,9
-20,5337;-39,83;-34,59;4797,06;9594,12;19188,2;38376,5
-20,5337;39,83;-5,65;4905,66;9811,32;19622,6;39245,3
-20,5337;39,83;5,65;4916,96;9833,92;19667,8;39335,7
20,5337;-16,2925;23,155;4919,41;9838,82;19677,6;39355,3
20,5337;-16,2925;-23,155;4873,1;9746,2;19492,4;38984,8
20,5337;16,2925;-23,57;4905,27;9810,54;19621,1;39242,2
20,5337;16,2925;23,57;4952,41;9904,82;19809,6;39619,3
41,9525;20,4025;-18,845;5017,73;10035,5;20070,9;40141,8
41,9525;20,4025;18,845;5055,42;10110,8;20221,7;40443,4
41,9525;-20,4025;23,18;5018,95;10037,9;20075,8;40151,6
41,9525;-20,4025;-23,18;4972,59;9945,18;19890,4;39780,7
-41,9525;11,1175;8,595;4951,98;9903,96;19807,9;39615,8
-41,9525;11,1175;-8,595;4934,79;9869,58;19739,2;39478,3
-41,9525;-11,1175;-6,46;4914,69;9829,38;19658,8;39317,5
-41,9525;-11,1175;6,46;4927,61;9855,22;19710,4;39420,9
-0,12875;-18,03;-37,175;4948,71;9897,42;19794,8;39589,7
-0,12875;-18,03;37,175;5023,06;10046,1;20092,2;40184,5
-0,12875;18,03;-30,315;4991,63;9983,26;19966,5;39933
-0,12875;18,03;30,315;5052,26;10104,5;20209;40418,1
0,12875;32,1525;-5,015;5031,31;10062,6;20125,2;40250,5
0,12875;32,1525;5,015;5041,34;10082,7;20165,4;40330,7
0,12875;-32,1525;2,4;4974,42;9948,84;19897,7;39795,4
0,12875;-32,1525;-2,4;4969,62;9939,24;19878,5;39757
-3,0875;4,145;49,975;5074,64;10149,3;20298,6;40597,1
-3,0875;4,145;-49,975;4974,69;9949,38;19898,8;39797,5
-3,0875;-4,145;-36,505;4979,87;9959,74;19919,5;39839
-3,0875;-4,145;36,505;5052,88;10105,8;20211,5;40423
